"course_id","objecttable","resource_id","resource_title","parent_resource_id","parent_resource_title","attempt_state"
2060,forum_posts,915162,Sejam bem vindos!,26775,Fórum permanente para dúvidas e discussões,
2060,forum_posts,915444,Sejam bem vindos!,26775,Fórum permanente para dúvidas e discussões,
2060,forum_posts,916217,Sejam bem vindos!,26775,Fórum permanente para dúvidas e discussões,
2060,forum_posts,916262,Sejam bem vindos!,26775,Fórum permanente para dúvidas e discussões,
2060,forum_posts,916678,Sejam bem vindos!,26775,Fórum permanente para dúvidas e discussões,
2060,forum_posts,917137,Sejam bem vindos!,26775,Fórum permanente para dúvidas e discussões,
2060,forum_posts,917258,Sejam bem vindos!,26775,Fórum permanente para dúvidas e discussões,
2060,forum_posts,917261,Sejam bem vindos!,26775,Fórum permanente para dúvidas e discussões,
2060,forum_posts,917264,Sejam bem vindos!,26775,Fórum permanente para dúvidas e discussões,
2060,forum_posts,917267,Sejam bem vindos!,26775,Fórum permanente para dúvidas e discussões,
2060,forum_posts,917271,Sejam bem vindos!,26775,Fórum permanente para dúvidas e discussões,
2060,forum_posts,917273,Sejam bem vindos!,26775,Fórum permanente para dúvidas e discussões,
2060,forum_posts,917278,Sejam bem vindos!,26775,Fórum permanente para dúvidas e discussões,
2060,forum_posts,917279,Sejam bem vindos!,26775,Fórum permanente para dúvidas e discussões,
2060,forum_posts,917281,Sejam bem vindos!,26775,Fórum permanente para dúvidas e discussões,
2060,forum_posts,917285,Sejam bem vindos!,26775,Fórum permanente para dúvidas e discussões,
2060,forum_posts,917289,Sejam bem vindos!,26775,Fórum permanente para dúvidas e discussões,
2060,forum_posts,917293,Sejam bem vindos!,26775,Fórum permanente para dúvidas e discussões,
2060,forum_posts,917298,Sejam bem vindos!,26775,Fórum permanente para dúvidas e discussões,
2060,forum_posts,917397,Sejam bem vindos!,26775,Fórum permanente para dúvidas e discussões,
2060,forum_posts,918607,Sejam bem vindos!,26775,Fórum permanente para dúvidas e discussões,
2060,forum_posts,919886,Sejam bem vindos!,26775,Fórum permanente para dúvidas e discussões,
2060,forum_posts,921903,Sejam bem vindos!,26775,Fórum permanente para dúvidas e discussões,
2060,forum_posts,924511,Sejam bem vindos!,26775,Fórum permanente para dúvidas e discussões,
2060,forum_posts,925724,Sejam bem vindos!,26775,Fórum permanente para dúvidas e discussões,
2060,forum_posts,928883,Sejam bem vindos!,26775,Fórum permanente para dúvidas e discussões,
2060,forum_posts,916827,Live,26775,Fórum permanente para dúvidas e discussões,
2060,forum_posts,917133,Live,26775,Fórum permanente para dúvidas e discussões,
2060,forum_posts,917588,Live,26775,Fórum permanente para dúvidas e discussões,
2060,forum_posts,917930,Live,26775,Fórum permanente para dúvidas e discussões,
2060,forum_posts,918435,Live,26775,Fórum permanente para dúvidas e discussões,
2060,forum_posts,919911,Live,26775,Fórum permanente para dúvidas e discussões,
2060,forum_posts,919948,Live,26775,Fórum permanente para dúvidas e discussões,
2060,forum_posts,923152,Live,26775,Fórum permanente para dúvidas e discussões,
2060,forum_posts,925734,Live,26775,Fórum permanente para dúvidas e discussões,
2060,forum_posts,926050,Live,26775,Fórum permanente para dúvidas e discussões,
2060,forum_posts,926434,Live,26775,Fórum permanente para dúvidas e discussões,
2060,forum_posts,926769,Live,26775,Fórum permanente para dúvidas e discussões,
2060,forum_posts,928869,Live,26775,Fórum permanente para dúvidas e discussões,
2060,forum_posts,931070,Live,26775,Fórum permanente para dúvidas e discussões,
2060,forum_posts,931076,Live,26775,Fórum permanente para dúvidas e discussões,
2060,forum_posts,937708,Live,26775,Fórum permanente para dúvidas e discussões,
2060,forum_posts,937709,Live,26775,Fórum permanente para dúvidas e discussões,
2060,forum_posts,937714,Live,26775,Fórum permanente para dúvidas e discussões,
2060,forum_posts,937726,Live,26775,Fórum permanente para dúvidas e discussões,
2060,forum_posts,943304,Live,26775,Fórum permanente para dúvidas e discussões,
2060,forum_posts,944739,Live,26775,Fórum permanente para dúvidas e discussões,
2060,forum_posts,912460,Competência 01 - Atividade Roteirizada,26777,Fórum 1,
2060,forum_posts,913208,Competência 01 - Atividade Roteirizada,26777,Fórum 1,
2060,forum_posts,913495,Competência 01 - Atividade Roteirizada,26777,Fórum 1,
2060,forum_posts,913508,Competência 01 - Atividade Roteirizada,26777,Fórum 1,
2060,forum_posts,913636,Competência 01 - Atividade Roteirizada,26777,Fórum 1,
2060,forum_posts,913762,Competência 01 - Atividade Roteirizada,26777,Fórum 1,
2060,forum_posts,914140,Competência 01 - Atividade Roteirizada,26777,Fórum 1,
2060,forum_posts,914209,Competência 01 - Atividade Roteirizada,26777,Fórum 1,
2060,forum_posts,914526,Competência 01 - Atividade Roteirizada,26777,Fórum 1,
2060,forum_posts,914716,Competência 01 - Atividade Roteirizada,26777,Fórum 1,
2060,forum_posts,914807,Competência 01 - Atividade Roteirizada,26777,Fórum 1,
2060,forum_posts,914885,Competência 01 - Atividade Roteirizada,26777,Fórum 1,
2060,forum_posts,914956,Competência 01 - Atividade Roteirizada,26777,Fórum 1,
2060,forum_posts,915102,Competência 01 - Atividade Roteirizada,26777,Fórum 1,
2060,forum_posts,915116,Competência 01 - Atividade Roteirizada,26777,Fórum 1,
2060,forum_posts,915222,Competência 01 - Atividade Roteirizada,26777,Fórum 1,
2060,forum_posts,915231,Competência 01 - Atividade Roteirizada,26777,Fórum 1,
2060,forum_posts,915237,Competência 01 - Atividade Roteirizada,26777,Fórum 1,
2060,forum_posts,915306,Competência 01 - Atividade Roteirizada,26777,Fórum 1,
2060,forum_posts,915346,Competência 01 - Atividade Roteirizada,26777,Fórum 1,
2060,forum_posts,915378,Competência 01 - Atividade Roteirizada,26777,Fórum 1,
2060,forum_posts,915538,Competência 01 - Atividade Roteirizada,26777,Fórum 1,
2060,forum_posts,915735,Competência 01 - Atividade Roteirizada,26777,Fórum 1,
2060,forum_posts,915962,Competência 01 - Atividade Roteirizada,26777,Fórum 1,
2060,forum_posts,916246,Competência 01 - Atividade Roteirizada,26777,Fórum 1,
2060,forum_posts,916255,Competência 01 - Atividade Roteirizada,26777,Fórum 1,
2060,forum_posts,916289,Competência 01 - Atividade Roteirizada,26777,Fórum 1,
2060,forum_posts,916390,Competência 01 - Atividade Roteirizada,26777,Fórum 1,
2060,forum_posts,916418,Competência 01 - Atividade Roteirizada,26777,Fórum 1,
2060,forum_posts,916451,Competência 01 - Atividade Roteirizada,26777,Fórum 1,
2060,forum_posts,916452,Competência 01 - Atividade Roteirizada,26777,Fórum 1,
2060,forum_posts,916458,Competência 01 - Atividade Roteirizada,26777,Fórum 1,
2060,forum_posts,916501,Competência 01 - Atividade Roteirizada,26777,Fórum 1,
2060,forum_posts,916502,Competência 01 - Atividade Roteirizada,26777,Fórum 1,
2060,forum_posts,916513,Competência 01 - Atividade Roteirizada,26777,Fórum 1,
2060,forum_posts,916637,Competência 01 - Atividade Roteirizada,26777,Fórum 1,
2060,forum_posts,916709,Competência 01 - Atividade Roteirizada,26777,Fórum 1,
2060,forum_posts,916726,Competência 01 - Atividade Roteirizada,26777,Fórum 1,
2060,forum_posts,916743,Competência 01 - Atividade Roteirizada,26777,Fórum 1,
2060,forum_posts,916950,Competência 01 - Atividade Roteirizada,26777,Fórum 1,
2060,forum_posts,916979,Competência 01 - Atividade Roteirizada,26777,Fórum 1,
2060,forum_posts,917052,Competência 01 - Atividade Roteirizada,26777,Fórum 1,
2060,forum_posts,917112,Competência 01 - Atividade Roteirizada,26777,Fórum 1,
2060,forum_posts,917114,Competência 01 - Atividade Roteirizada,26777,Fórum 1,
2060,forum_posts,917125,Competência 01 - Atividade Roteirizada,26777,Fórum 1,
2060,forum_posts,917283,Competência 01 - Atividade Roteirizada,26777,Fórum 1,
2060,forum_posts,917353,Competência 01 - Atividade Roteirizada,26777,Fórum 1,
2060,forum_posts,917437,Competência 01 - Atividade Roteirizada,26777,Fórum 1,
2060,forum_posts,917459,Competência 01 - Atividade Roteirizada,26777,Fórum 1,
2060,forum_posts,917668,Competência 01 - Atividade Roteirizada,26777,Fórum 1,
2060,forum_posts,917756,Competência 01 - Atividade Roteirizada,26777,Fórum 1,
2060,forum_posts,917808,Competência 01 - Atividade Roteirizada,26777,Fórum 1,
2060,forum_posts,917825,Competência 01 - Atividade Roteirizada,26777,Fórum 1,
2060,forum_posts,917842,Competência 01 - Atividade Roteirizada,26777,Fórum 1,
2060,forum_posts,918022,Competência 01 - Atividade Roteirizada,26777,Fórum 1,
2060,forum_posts,918043,Competência 01 - Atividade Roteirizada,26777,Fórum 1,
2060,forum_posts,918086,Competência 01 - Atividade Roteirizada,26777,Fórum 1,
2060,forum_posts,918096,Competência 01 - Atividade Roteirizada,26777,Fórum 1,
2060,forum_posts,918184,Competência 01 - Atividade Roteirizada,26777,Fórum 1,
2060,forum_posts,918192,Competência 01 - Atividade Roteirizada,26777,Fórum 1,
2060,forum_posts,918309,Competência 01 - Atividade Roteirizada,26777,Fórum 1,
2060,forum_posts,918323,Competência 01 - Atividade Roteirizada,26777,Fórum 1,
2060,forum_posts,918334,Competência 01 - Atividade Roteirizada,26777,Fórum 1,
2060,forum_posts,918341,Competência 01 - Atividade Roteirizada,26777,Fórum 1,
2060,forum_posts,918372,Competência 01 - Atividade Roteirizada,26777,Fórum 1,
2060,forum_posts,918442,Competência 01 - Atividade Roteirizada,26777,Fórum 1,
2060,forum_posts,918443,Competência 01 - Atividade Roteirizada,26777,Fórum 1,
2060,forum_posts,918482,Competência 01 - Atividade Roteirizada,26777,Fórum 1,
2060,forum_posts,918497,Competência 01 - Atividade Roteirizada,26777,Fórum 1,
2060,forum_posts,918553,Competência 01 - Atividade Roteirizada,26777,Fórum 1,
2060,forum_posts,918620,Competência 01 - Atividade Roteirizada,26777,Fórum 1,
2060,forum_posts,918632,Competência 01 - Atividade Roteirizada,26777,Fórum 1,
2060,forum_posts,918638,Competência 01 - Atividade Roteirizada,26777,Fórum 1,
2060,forum_posts,918711,Competência 01 - Atividade Roteirizada,26777,Fórum 1,
2060,forum_posts,918759,Competência 01 - Atividade Roteirizada,26777,Fórum 1,
2060,forum_posts,918774,Competência 01 - Atividade Roteirizada,26777,Fórum 1,
2060,forum_posts,918780,Competência 01 - Atividade Roteirizada,26777,Fórum 1,
2060,forum_posts,918804,Competência 01 - Atividade Roteirizada,26777,Fórum 1,
2060,forum_posts,918829,Competência 01 - Atividade Roteirizada,26777,Fórum 1,
2060,forum_posts,918831,Competência 01 - Atividade Roteirizada,26777,Fórum 1,
2060,forum_posts,918877,Competência 01 - Atividade Roteirizada,26777,Fórum 1,
2060,forum_posts,918931,Competência 01 - Atividade Roteirizada,26777,Fórum 1,
2060,forum_posts,918953,Competência 01 - Atividade Roteirizada,26777,Fórum 1,
2060,forum_posts,919006,Competência 01 - Atividade Roteirizada,26777,Fórum 1,
2060,forum_posts,919013,Competência 01 - Atividade Roteirizada,26777,Fórum 1,
2060,forum_posts,919017,Competência 01 - Atividade Roteirizada,26777,Fórum 1,
2060,forum_posts,919039,Competência 01 - Atividade Roteirizada,26777,Fórum 1,
2060,forum_posts,919041,Competência 01 - Atividade Roteirizada,26777,Fórum 1,
2060,forum_posts,919071,Competência 01 - Atividade Roteirizada,26777,Fórum 1,
2060,forum_posts,919090,Competência 01 - Atividade Roteirizada,26777,Fórum 1,
2060,forum_posts,919126,Competência 01 - Atividade Roteirizada,26777,Fórum 1,
2060,forum_posts,919148,Competência 01 - Atividade Roteirizada,26777,Fórum 1,
2060,forum_posts,919157,Competência 01 - Atividade Roteirizada,26777,Fórum 1,
2060,forum_posts,919161,Competência 01 - Atividade Roteirizada,26777,Fórum 1,
2060,forum_posts,919177,Competência 01 - Atividade Roteirizada,26777,Fórum 1,
2060,forum_posts,919276,Competência 01 - Atividade Roteirizada,26777,Fórum 1,
2060,forum_posts,919280,Competência 01 - Atividade Roteirizada,26777,Fórum 1,
2060,forum_posts,919318,Competência 01 - Atividade Roteirizada,26777,Fórum 1,
2060,forum_posts,919324,Competência 01 - Atividade Roteirizada,26777,Fórum 1,
