"course_id","id","timeopen","timeclose","max_grade","student_grade","userid"
2060,12838,1573527600,1576032900,2.00000,0.00000,138304
2060,12838,1573527600,1576032900,2.00000,2.00000,137550
2060,12838,1573527600,1576032900,2.00000,2.00000,136852
2060,12838,1573527600,1576032900,2.00000,2.00000,126729
2060,12838,1573527600,1576032900,2.00000,2.00000,136741
2060,12838,1573527600,1576032900,2.00000,2.00000,122633
2060,12838,1573527600,1576032900,2.00000,2.00000,91870
2060,12838,1573527600,1576032900,2.00000,2.00000,39299
2060,12838,1573527600,1576032900,2.00000,2.00000,54662
2060,12838,1573527600,1576032900,2.00000,2.00000,121784
2060,12838,1573527600,1576032900,2.00000,1.00000,138907
2060,12838,1573527600,1576032900,2.00000,2.00000,13749
2060,12838,1573527600,1576032900,2.00000,2.00000,115869
2060,12838,1573527600,1576032900,2.00000,1.50000,53048
2060,12838,1573527600,1576032900,2.00000,2.00000,90701
2060,12838,1573527600,1576032900,2.00000,2.00000,100158
2060,12838,1573527600,1576032900,2.00000,1.00000,137529
2060,12838,1573527600,1576032900,2.00000,2.00000,137621
2060,12838,1573527600,1576032900,2.00000,2.00000,76227
2060,12838,1573527600,1576032900,2.00000,2.00000,137620
2060,12838,1573527600,1576032900,2.00000,0.50000,138824
2060,12838,1573527600,1576032900,2.00000,1.50000,138214
2060,12838,1573527600,1576032900,2.00000,1.00000,138384
2060,12838,1573527600,1576032900,2.00000,1.50000,138980
2060,12838,1573527600,1576032900,2.00000,0.50000,138937
2060,12838,1573527600,1576032900,2.00000,2.00000,136721
2060,12838,1573527600,1576032900,2.00000,2.00000,139057
2060,12838,1573527600,1576032900,2.00000,2.00000,86384
2060,12838,1573527600,1576032900,2.00000,1.50000,120264
2060,12838,1573527600,1576032900,2.00000,2.00000,36166
2060,12838,1573527600,1576032900,2.00000,1.00000,138821
2060,12838,1573527600,1576032900,2.00000,1.50000,122264
2060,12838,1573527600,1576032900,2.00000,0.50000,138581
2060,12838,1573527600,1576032900,2.00000,2.00000,86378
2060,12838,1573527600,1576032900,2.00000,2.00000,138323
2060,12838,1573527600,1576032900,2.00000,2.00000,137526
2060,12838,1573527600,1576032900,2.00000,2.00000,122993
2060,12838,1573527600,1576032900,2.00000,2.00000,33292
2060,12838,1573527600,1576032900,2.00000,2.00000,136829
2060,12838,1573527600,1576032900,2.00000,2.00000,121349
2060,12838,1573527600,1576032900,2.00000,2.00000,138946
2060,12838,1573527600,1576032900,2.00000,2.00000,137784
2060,12838,1573527600,1576032900,2.00000,1.50000,122201
2060,12838,1573527600,1576032900,2.00000,2.00000,68944
2060,12838,1573527600,1576032900,2.00000,0.00000,132312
2060,12838,1573527600,1576032900,2.00000,2.00000,137185
2060,12838,1573527600,1576032900,2.00000,2.00000,92072
2060,12838,1573527600,1576032900,2.00000,1.00000,139292
2060,12838,1573527600,1576032900,2.00000,2.00000,121272
2060,12838,1573527600,1576032900,2.00000,2.00000,13014
2060,12838,1573527600,1576032900,2.00000,2.00000,137326
2060,12838,1573527600,1576032900,2.00000,2.00000,87577
2060,12838,1573527600,1576032900,2.00000,2.00000,93832
2060,12838,1573527600,1576032900,2.00000,2.00000,121079
2060,12838,1573527600,1576032900,2.00000,2.00000,74271
2060,12838,1573527600,1576032900,2.00000,2.00000,123504
2060,12838,1573527600,1576032900,2.00000,2.00000,137812
2060,12838,1573527600,1576032900,2.00000,1.50000,137652
2060,12838,1573527600,1576032900,2.00000,2.00000,122791
2060,12838,1573527600,1576032900,2.00000,2.00000,132594
2060,12838,1573527600,1576032900,2.00000,2.00000,103587
2060,12838,1573527600,1576032900,2.00000,2.00000,139315
2060,12838,1573527600,1576032900,2.00000,2.00000,137640
2060,12838,1573527600,1576032900,2.00000,2.00000,136972
2060,12838,1573527600,1576032900,2.00000,2.00000,90396
2060,12838,1573527600,1576032900,2.00000,2.00000,137753
2060,12838,1573527600,1576032900,2.00000,2.00000,139169
2060,12838,1573527600,1576032900,2.00000,2.00000,138550
2060,12838,1573527600,1576032900,2.00000,0.10000,121409
2060,12838,1573527600,1576032900,2.00000,2.00000,122212
2060,12838,1573527600,1576032900,2.00000,2.00000,57054
2060,12838,1573527600,1576032900,2.00000,2.00000,87949
2060,12838,1573527600,1576032900,2.00000,2.00000,123381
2060,12838,1573527600,1576032900,2.00000,2.00000,132616
2060,12838,1573527600,1576032900,2.00000,2.00000,123345
2060,12838,1573527600,1576032900,2.00000,2.00000,89624
2060,12838,1573527600,1576032900,2.00000,2.00000,138799
2060,12838,1573527600,1576032900,2.00000,2.00000,138585
2060,12838,1573527600,1576032900,2.00000,2.00000,92363
2060,12838,1573527600,1576032900,2.00000,2.00000,139341
2060,12838,1573527600,1576032900,2.00000,2.00000,138866
2060,12838,1573527600,1576032900,2.00000,2.00000,138958
2060,12838,1573527600,1576032900,2.00000,2.00000,121972
2060,12838,1573527600,1576032900,2.00000,2.00000,123314
2060,12838,1573527600,1576032900,2.00000,2.00000,123054
2060,12838,1573527600,1576032900,2.00000,2.00000,85581
2060,12838,1573527600,1576032900,2.00000,2.00000,136941
2060,12838,1573527600,1576032900,2.00000,2.00000,138741
2060,12838,1573527600,1576032900,2.00000,2.00000,119803
2060,12838,1573527600,1576032900,2.00000,2.00000,138616
2060,12838,1573527600,1576032900,2.00000,2.00000,138595
2060,12838,1573527600,1576032900,2.00000,2.00000,65406
