"id","course_id","name","t_open","t_close","hidden","max_grade","grade_pass"
12841,2060,Atividade 1,1573527600,1574218500,1574218500,2.00000,1.000000000
12842,2060,Atividade 2,1574132400,1574823300,1574823300,2.00000,1.000000000
12843,2060,Atividade 3,1574737200,1575428100,1575428100,2.00000,1.000000000
12844,2060,Atividade 4,1575342000,1576032900,1576032900,2.00000,1.000000000
12838,2060,Avaliação da Disciplina,1573527600,1576032900,1576032900,2.00000,1.000000000
